Title,STATUS,Coupa Req,PO ID,Cost Total,Coupa Status,Submitted by,GCU Contact,Date Submitted,Business Need,Approval,Licensing Requirements,Licensing Requirements Explain,URL Product,Notes,Product Logo,Primary Approver,Point of Contact,Name of Primary Contact,SME,M365 Replace,Description,Primary IT Contact,Support Department Manager,Who uses this application?,App Status,Purpose,Origin,AppOwnerOrganization,App USE Org,App Owner Department,Name of Software Company,Departments Use the App,Cost Requirements,Cost Requirements Explain,Security Approval,Date of Security Review,URL to Governance System,Business Engagement QA,Business Engagement Notes,Business Engagement Approval,Who Uses,Dept Use-Which Dept,Software Version Initial,Software Version - Today,Support Department,Primary Business Administrator,Date of Launch,Date of Renewal,Department Renewal,Support Details,3rd Party Patching Requirements,3rd Party Vendor Website,Renewal Date,Item Type,Path
Soft Token,Sam Done,,,,,,,8/6/19,"It's for Express Scripts, our Rx Administrator, and it gives confidential administrative rights to participants records.
",Restricted Approval,No,,,"225902 - *NEEDS MORE INFO* *NEEDS MORE INFO*
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SoftChalk,Sam Done,,,,,,,8/6/19,Creates tutorials,Approved,Yes,,https://softchalk.com/cloud/,587006 - COE,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SoftChalk Cloud,Sam Done,,,,,,,1/8/21,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""SoftChalk Cloud.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e9",,,,,,Connie Ady,,,,Existing,Online Community and Learing Object Repository,Open Use,GCU,GCU,,Softchalk LLC,,Unknown,,Yes,,,,,,,,,,,,1/8/21,1/8/21,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SOLIDWORKS,Sam Done,,,,,,,9/4/20,,Approved,Yes,,,Requests 515642 and 675664,"{""type"":""thumbnail"",""fileName"":""Soildworks.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,John Berkheimer,,,,Existing,Engineering Resource,Open Use,GCU,GCU,,GoEngineer Inc,,Unknown,,Yes,,,,,,,,,,,,9/4/20,9/4/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SolidWorks,Sam Done,,,,,,,8/8/16,Lab software,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Soildworks.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/8/16,8/8/16,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sonicwall Advanced Gateway,Sam Done,182743,#175802,2824,Ordered,,,3/2/20,,Approved,Unknown,,,,,,,,,,Janet Tutwiler,,,,Existing,Infrastructure,Open Use,Orbis,Orbis,,CD's IT Consulting,,Unknown,,Yes,,,,,,,,,,,,3/2/20,3/2/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sound Forge,Sam Done,,,,,,,8/6/19,Audio editing software (Free Trial),Approved,Unknown,,http://www.sonycreativesoftware.com/audiostudio/compare?keycode=9500-9500,482330 - Havocs Coordinator,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SoundCore Q10 Bluetooth Headset,Imported,,,,,,,1/20/22,"This software is needed to update the firmware for SoundCore Headsets/.
",Approved,Unknown,,,"130448
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Soundstripe,Sam Done,192218,#185925,359.4,Ordered,Leanne Abramo (Orbis),,12/1/20,,Approved,Unknown,,,,,,,,,,Leanne Abramo,,,,Existing,Stock Music/Video,Open Use,Orbis,Orbis,,Soundstripe,,Unknown,,Yes,,,,,,,,,,,,12/1/20,12/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SOX Portal,Sam Done,,,,,,,1/20/21,,Approved,Unknown,,,,,,,,,,Eric Engstrom,,,,Existing,SOX Portal Software,IT Use,GCE,GCE,,Protiviti,,Unknown,,Yes,,,,,,,,,,,,1/20/21,1/20/21,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Spark,Imported,,,,,,,4/29/22,,Approved,Unknown,,,"182893
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Spark AR App,Imported,,,,,,,1/4/22,"This software is used to create or upload Instagram Filters.
",Approved,Unknown,,,"120835
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sphere 2,Imported,,,,,,,9/20/21,"This software allows for the use of various different drawing styles on overhead projectors such as a pencil, clay, etc. 
",Approved,Unknown,,,"59671
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Splashtop,Imported,,,,,,,6/17/21,"Software used to remote onto external hardware.
",Denied,Unknown,,,"Denied approval by Desktop Leadership. 
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Splunk,Sam Done,194598,#186910,195105,Ordered,Mike Manrod (GCE),,12/15/20,,Approved,Unknown,,,,,,,,,,Mike Manrod,,,,Existing,Data Tracking/Management,IT Use,GCE,GCE,,Enterprise Network Solutions Inc.,,Unknown,,Yes,,,,,,,,,,,,12/15/20,12/15/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SponsorUnited Professional,Sam Done,192844,#184148,218.81,Ordered,KC Shuck (GCE),,10/12/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""SponsorUnited Professional.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/L",,,,,,KC Shuck,,,,Existing,Sponsorships & Broadcasts,Open Use,GCU,GCU,,SponsorUnited Inc,,Unknown,,Yes,,,,,,,,,,,,10/12/20,10/12/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sports Med,Sam Done,187663,#179975,900,Ordered,,,6/30/20,,Approved,Unknown,,,,,,,,,,Mark Wilty,,,,Existing,Sports Management,Open Use,GCU,GCU,,"Keffer Development Services, LLC",,Unknown,,Yes,,,,,,,,,,,,6/30/20,6/30/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sports Med,Sam Done,193453,#184489,750,Ordered,,,10/23/20,,Approved,Unknown,,,,,,,,,,Mark Wilty,,,,Existing,Sports Management,Open Use,GCU,GCU,,ImPACT Applications Inc,,Unknown,,Yes,,,,,,,,,,,,10/23/20,10/23/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sports Med Weather Service,Sam Done,,,,,,,12/1/20,,Approved,Unknown,,,,,,,,,,Mark Wilty,,,,Existing,Weather updates,Open Use,GCU,GCU,,DTN LLC,,Unknown,,Yes,,,,,,,,,,,,12/1/20,12/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sports Solutions,Sam Done,,,,,,,11/24/20,,Approved,Unknown,,,,,,,,,,Don Drysdale,,,,Existing,Baseball Software,Open Use,GCU,GCU,,Dartfish USA,,Unknown,,Yes,,,,,,,,,,,,11/24/20,11/24/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sports Stats/Data,Sam Done,,,,,,,8/4/20,,Approved,Unknown,,,,,,,,,,Don Drysdale,,,,Existing,Sports Management,Open Use,GCU,GCU,,InStat Limited,,Unknown,,Yes,,,,,,,,,,,,8/4/20,8/4/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Sportscode Elit,Sam Done,,,,,,,8/27/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Sportscode Elite.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e",,,,,,Don Drysdale,,,,Existing,Sports Management,Open Use,GCU,GCU,,Hudl,,Unknown,,Yes,,,,,,,,,,,,8/27/20,8/27/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Spotify/Music streaming software,Imported,,,,,,,8/6/19,"Music streaming program
",Denied,No,No,https://open.spotify.com/," - University will ask. Not allowed on GCU machines
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SPSS,Sam Done,191924,#183340,21845.06,Ordered,Nicole Wallace (GCE),,9/23/20,,Approved,Unknown,,,,,,,,,,Nicole Schuler,,,,Existing,Publishing,Open Use,GCU,GCU,,International Business Machines Corporation,,Unknown,,Yes,,,,,,,,,,,,9/23/20,9/23/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SPSS,Sam Done,,,,,,,3/10/20,It can be accessed via the website & launched through Citrix.,Pending Approval,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SPSS Amos,Sam Done,,,,,,,8/6/19,Performs data analysis research on a graphic nature that regular SPSS does not.,Approved,Yes,,https://www.ibm.com/us-en/marketplace/structural-equation-modeling-sem,636227 - Professors There is a 2 week free trial but after the trial it must be pruchsases through procurement.,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SpyBot,Imported,,,,,,,8/6/19,"Search & Destroy (S&D) is a spyware and adware removal computer program compatible with Microsoft Windows 95 and later. It scans the computer hard disk and/or RAM for malicious software.
",Restricted Approval,No,No,https://www.safer-networking.org/dl/ or https://www.safer-networking.org/spybot2-own-mirror-1/," - IT/NH Use Only - NOT for Staff Cleanups IT/NH Uses for Scans
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Spyder5Elite+,Sam Done,,,,,,,8/2/19,Calibration of monitor colors (Mac),Approved,Yes,,,Request 976580,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/2/19,8/2/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SQL,Sam Done,,,,,,,3/8/20,A special-purpose programming language designed for managing data,Approved,Unknown,,,160972,,,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SSIS Powerpack,Sam Done,186052,#178469,3897,Ordered,Vanessa Sanchez (GCE),,5/20/20,,Approved,Unknown,,,,,,,,,,Vanessa Sanchez,,,,Existing,Programming/Development,Open Use,Orbis,Orbis,,ZappySys LLC,,Unknown,,Yes,,,,,,,,,,,,5/20/20,5/20/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SSL/TLS,Sam Done,191768,#183434,218,Ordered,Leanne Abramo (Orbis),,9/29/20,,Approved,Unknown,,,,,,,,,,Leanne Abramo,,,,Existing,DigiCert,Open Use,Orbis,Orbis,,DigiCert Inc,,Unknown,,Yes,,,,,,,,,,,,9/29/20,9/29/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
StarRez,Sam Done,190380,#182204,6575.72,Ordered,,Sarah Castro,8/26/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""StarRez.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-",,,,,,Sarah Castro,,,,Existing,Residence Life,Open Use,GCU,GCU,,StarRez Inc,,Unknown,,Yes,,,,,,,,,,,,8/26/20,8/26/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
StatBroadcast,Sam Done,190163,#182164,2159,Ordered,,Don Drysdale,8/25/20,,Approved,Unknown,,,,,,,,,,Don Drysdale,,,,Existing,Sports Management,Open Use,GCU,GCU,,Radiak Group LLC,,Unknown,,Yes,,,,,,,,,,,,8/25/20,8/25/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Steam ,Imported,,,,,,,4/20/20,,Denied,Unknown,,,"Request 1110761
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
StoryLine,Imported,,,,,,,8/6/19,"Build a more immersive, engaging learning experience with video and simulations.
",Restricted Approval,Unknown,,https://www.articulate.com/downloads/storyline/ and www.articulate.com/support/storyline-2,,,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Strength,Sam Done,187734,#179976,2388,Ordered,,Mark Wilty,7/2/20,,Approved,Unknown,,,,,,,,,,Mark Wilty,,,,Existing,Sports Management,Open Use,GCU,GCU,,dorsaVi,,Unknown,,Yes,,,,,,,,,,,,7/2/20,7/2/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Studio One,Sam Done,,,,,,,8/6/19,Music recording and production,Approved,No,,,696938,"{""type"":""thumbnail"",""fileName"":""Studio One.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SubItUp,Sam Done,187555,#180188,6060,Ordered,,Jessica Defoy,7/8/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""SubItUp.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c933-",,,,,,Jessica Defoy,,,,Existing,Campus Services,Open Use,GCU,GCU,,SubItUp inc,,Unknown,,Yes,,,,,,,,,,,,7/8/20,7/8/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Substance Pro,Sam Done,,,,,,,12/22/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Substance Pro.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962",,,,,,Roger Morgan,,,,Existing,3D Texture Mapping Software,Open Use,Orbis,Orbis,,Adobe,,Unknown,,Yes,,,,,,,,,,,,12/22/20,12/22/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
SurveyMonkey,Sam Done,192186,#183435,4372.6,Ordered,Vanessa Sanchez (GCE),,9/29/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""SurveyMonkey.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-",,,,,,Vanessa Sanchez,,,,Existing,Surveys,IT Use,GCE,GCE,,SurveyMonkey Inc,,Unknown,,Yes,,,,,,,,,,,,9/29/20,9/29/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Swimming 8.0,Imported,,,,,,,8/6/19,"Swimming is a team manager software for swimming. To help teams connect and see stats.
",Restricted Approval,Yes,Yes,http://www.hy-tekltd.com/WebDelivery/SWTM8/setup.exe,,,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Switcher Cast for Windows,Sam Done,,,,,,,8/21/20,Presentation software.,Approved,Unknown,,,Request 1166652,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/21/20,8/21/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Symantex VIP,Imported,,,,,,,2/11/22,"This software is used as a multi-factor authenticator for student loan websites 
",Approved,Unknown,,,143762,,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Symplicity,Sam Done,186328,#179620,15595.2,Ordered,,Bianca Shaw,6/16/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Symplicity.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c9",,,,,,Bianca Shaw,,,,Existing,Event Services,Open Use,GCU,GCU,,Symplicity Corporation,,Unknown,,Yes,,,,,,,,,,,,6/16/20,6/16/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Synergy Sports,Sam Done,,,,,,,7/7/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Senergy Sports.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e96",,,,,,Don Drysdale,,,,Existing,Sports Management,Open Use,GCU,GCU,,Synergy Sports Technology LLC,,Unknown,,Yes,,,,,,,,,,,,7/7/20,7/7/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
System Center Configuration Manager Console (SCCM),Sam Done,,,,,,,3/11/20,"The program we use to push software, maintain computers and connect to computers. Can also restart a computer remotely.",Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Tableau Reader/Desktop,Sam Done,,,,,,,8/6/19,"To open and interact with data visualizations built into Tableau Desktop.For viewing documents without being able to edit them, per their cirruculum which has students use this software.",Approved,No,,,,"{""type"":""thumbnail"",""fileName"":""Tableau Reader.Desktop.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Tag Assistant Companion,Imported,,,,,,,3/1/22,"This software is used for testing within Google Tag Manager. 
",Approved,Unknown,,,"153319
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Tagboard,Imported,,,,,,,3/2/22,"This software is used for Social media integration.
",Approved,Unknown,,,"153350
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Tajima DG15,Sam Done,,,,,,,8/6/19,Design software for converting digital artwork to embroidery designs. This software will allow us to convert our own artwork into a file type that is readable for our Embroidery machine. We will be able to then embroider the designs onto garments for promotional purposes.,Approved,Unknown,Cost Associated,http://hsi.us/Products/Detail/prodid/109/brand/Pulse?item=DG15+Product+Overview+-+All+Levels,,"{""type"":""thumbnail"",""fileName"":""Tajima DG15.jpg"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c",,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
TangiX Tester PROClient,Imported,,,,,,,4/14/21,"To complete certifications for Solidworks. This is one of the main applications used for Solidworks exams.
",Approved,No,No,,"Request %231305819
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Tapspace libraries,Imported,,,,,,,8/6/19,"Percussion tool for music 
",Restricted Approval,Unknown,Cost Associated,http://www.tapspace.com,"181595 - COFAP costs money for software
(+Kontakt Player 5 plugin)
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
TASER Int. Evidence Sync,Sam Done,,,,,,,8/6/19,Reporting Software for taser use. Public Safety.,Approved,No,,,429957 - Public Safety,,,,,,,,,,,Existing,,Open Use,GCE,,,,,Unknown,,,,,,,,,,,,,,8/6/19,8/6/19,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Taskstream,Sam Done,,,,,,,3/30/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Task Stream.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c",,,,,,Judith Eroe,,,,Existing,Educational Services,Open Use,GCU,GCU,,Watermark Insights LLC,,Unknown,,Yes,,,,,,,,,,,,3/30/20,3/30/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Team Calendar,Sam Done,190684,#184303,240,Ordered,,Beth Bruner,10/20/20,,Approved,Unknown,,,,,,,,,,Beth Bruner,,,,Existing,Team Calendar,Open Use,Orbis,Orbis,,TeamUp,,Unknown,,Yes,,,,,,,,,,,,10/20/20,10/20/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Team Infographics,Sam Done,186988,#179364,25000,Ordered,,Don Drysdale,6/17/20,,Approved,Unknown,,,,,,,,,,Don Drysdale,,,,Existing,Sports Management,Open Use,GCU,GCU,,Fuzzy Red Panda LLC,,Unknown,,Yes,,,,,,,,,,,,6/17/20,6/17/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Team Manager,Imported,,,,,,,8/21/21,,Approved,Yes,Yes,,"oversee the activities of employees under their charge
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Teamsites,Sam Done,,,,,,,3/12/20,Teamsites is used to communicate updates with the team,Approved,Unknown,,,,,,,,,,,,,,Existing,,IT Use,GCE,,,,,Unknown,,Yes,,,,,,,,,,,,1/1/20,1/1/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
TeamViewer,Sam Done,,,,,,,11/3/20,,Pending Approval,Unknown,,,"Request 943614: not approved, Zoom to be used instead",,,,,,,Vanessa Sanchez,,,,Existing,Remote Desktop Software,Open Use,Orbis,Orbis,,TeamViewer,,Unknown,,Yes,,,,,,,,,,,,11/3/20,11/3/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Teamwork Timer,Imported,,,,,,,8/6/19,"Allows team to see how long it takes them to grade evaluations.
",Denied,No,No,https://www.teamwork.com/timer-app,"603724 - Operations Technical Trainer 
",,,,,,,,,,,Existing,,,GCE,,,,,Unknown,,,,,,,,,,,,,,11/30/22,,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
Teamworks,Sam Done,189077,#181273,2225.47,Ordered,,Don Drysdale,8/6/20,,Approved,Unknown,,,,"{""type"":""thumbnail"",""fileName"":""Teamworks.png"",""nativeFile"":{},""fieldName"":""ProductLogo"",""serverUrl"":""https://gce2.sharepoint.com"",""fieldId"":""d472c8c2-2e40-4eeb-9e9f-33100c1c865f"",""serverRelativeUrl"":""/sites/SoftwareInventory/SiteAssets/Lists/2909e962-c93",,,,,,Don Drysdale,,,,Existing,Sports Management,Open Use,GCU,GCU,,Teamworks Innovations,,Unknown,,Yes,,,,,,,,,,,,8/6/20,8/6/20,,,,,,Item,sites/SoftwareInventory/Lists/SoftwareInventory
